=== sport-table10.xlsx ===
Cell A1 | value='Place' | fill=FFFFFF00 | rows=[0, 1] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell A44 | value='42' | fill=9 | rows=[43] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B44 | value='80.9534805836113' | fill=2 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='Jo Luck' | fill=9 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F44 | value='0' | fill=2 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='1' | fill=9 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='-' | fill=None | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='-' | fill=None | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='-' | fill=6 | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='-' | fill=6 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L44 | value='-' | fill=None | rows=[43] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M44 | value='-' | fill=None | rows=[43] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N44 | value='22' | fill=6 | rows=[43] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O44 | value='80.9534805836113' | fill=6 | rows=[43] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P44 | value='-' | fill=None | rows=[43] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q44 | value='-' | fill=None | rows=[43] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R44 | value='-' | fill=6 | rows=[43] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S44 | value='-' | fill=6 | rows=[43] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T44 | value='-' | fill=None | rows=[43] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U44 | value='-' | fill=None | rows=[43] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A45 | value='43' | fill=9 | rows=[44] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B45 | value='74.4772021369224' | fill=2 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='Steve Childs' | fill=9 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F45 | value='0' | fill=2 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='1' | fill=9 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='-' | fill=None | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='-' | fill=None | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='-' | fill=6 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='-' | fill=6 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L45 | value='24' | fill=None | rows=[44] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M45 | value='74.4772021369224' | fill=None | rows=[44] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N45 | value='-' | fill=6 | rows=[44] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O45 | value='-' | fill=6 | rows=[44] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P45 | value='-' | fill=None | rows=[44] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q45 | value='-' | fill=None | rows=[44] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R45 | value='-' | fill=6 | rows=[44] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S45 | value='-' | fill=6 | rows=[44] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T45 | value='-' | fill=None | rows=[44] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U45 | value='-' | fill=None | rows=[44] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A46 | value='44' | fill=9 | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B46 | value='71.4297753041405' | fill=2 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='Brendan Fitzpatrick' | fill=9 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F46 | value='0' | fill=2 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='1' | fill=9 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='27' | fill=None | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I46 | value='71.4297753041405' | fill=None | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J46 | value='-' | fill=6 | rows=[45] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K46 | value='-' | fill=6 | rows=[45] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L46 | value='-' | fill=None | rows=[45] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M46 | value='-' | fill=None | rows=[45] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N46 | value='-' | fill=6 | rows=[45] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O46 | value='-' | fill=6 | rows=[45] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P46 | value='-' | fill=None | rows=[45] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q46 | value='-' | fill=None | rows=[45] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R46 | value='-' | fill=6 | rows=[45] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S46 | value='-' | fill=6 | rows=[45] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T46 | value='-' | fill=None | rows=[45] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U46 | value='-' | fill=None | rows=[45] | cols=[20] | col_header=False | row_header=False | metadata=False

